"We acknowledge the authors, originating and submitting laboratories of the sequences from GISAIDÕs EpiFluª Database on which this research is based. The list is detailed below."							
All submitters of data may be contacted directly via the GISAID website www.gisaid.org							
Segment ID	Segment	Country	Collection date	Isolate name	Originating Lab	Submitting Lab	Authors
							
EPI1171040	HA	United States	2016-May-04	A/Arizona/67/2016		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1171041	NP	United States	2016-May-04	A/Arizona/67/2016		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1171042	NA	United States	2016-May-04	A/Arizona/67/2016		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1171043	MP	United States	2016-May-04	A/Arizona/67/2016		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1171037	PB2	United States	2016-May-04	A/Arizona/67/2016		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1171038	PB1	United States	2016-May-04	A/Arizona/67/2016		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1171039	PA	United States	2016-May-04	A/Arizona/67/2016		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1171044	NS	United States	2016-May-04	A/Arizona/67/2016		Other Database Import	"Jernigan,D.; Wentworth,D.; Katz,J.; Barnes,J.; Garten,R.; Xu,X."
EPI1164029	NP	Singapore	2016-Jun-14	A/Singapore/INFIMH-16-0019/2016	WHO Collaborating Centre for Reference and Research on Influenza	Centers for Disease Control and Prevention	
EPI1164030	NS	Singapore	2016-Jun-14	A/Singapore/INFIMH-16-0019/2016	WHO Collaborating Centre for Reference and Research on Influenza	Centers for Disease Control and Prevention	
EPI1164031	MP	Singapore	2016-Jun-14	A/Singapore/INFIMH-16-0019/2016	WHO Collaborating Centre for Reference and Research on Influenza	Centers for Disease Control and Prevention	
EPI1164032	PA	Singapore	2016-Jun-14	A/Singapore/INFIMH-16-0019/2016	WHO Collaborating Centre for Reference and Research on Influenza	Centers for Disease Control and Prevention	
EPI1164033	PB2	Singapore	2016-Jun-14	A/Singapore/INFIMH-16-0019/2016	WHO Collaborating Centre for Reference and Research on Influenza	Centers for Disease Control and Prevention	
EPI1164034	PB1	Singapore	2016-Jun-14	A/Singapore/INFIMH-16-0019/2016	WHO Collaborating Centre for Reference and Research on Influenza	Centers for Disease Control and Prevention	
EPI1164035	NA	Singapore	2016-Jun-14	A/Singapore/INFIMH-16-0019/2016	WHO Collaborating Centre for Reference and Research on Influenza	Centers for Disease Control and Prevention	
EPI1164036	HA	Singapore	2016-Jun-14	A/Singapore/INFIMH-16-0019/2016	WHO Collaborating Centre for Reference and Research on Influenza	Centers for Disease Control and Prevention	
EPI1151437	HA	United States	2016-Mar-08	A/New York/A-WC-LVD-16-065/2016		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Novotny,M.; Durbin,A.; Rocchi,I.; Williams,T.; Griesemer,S.; Popowich,M.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; St. George,K."
EPI1151438	MP	United States	2016-Mar-08	A/New York/A-WC-LVD-16-065/2016		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Novotny,M.; Durbin,A.; Rocchi,I.; Williams,T.; Griesemer,S.; Popowich,M.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; St. George,K."
EPI1151439	NA	United States	2016-Mar-08	A/New York/A-WC-LVD-16-065/2016		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Novotny,M.; Durbin,A.; Rocchi,I.; Williams,T.; Griesemer,S.; Popowich,M.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; St. George,K."
EPI1151440	NP	United States	2016-Mar-08	A/New York/A-WC-LVD-16-065/2016		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Novotny,M.; Durbin,A.; Rocchi,I.; Williams,T.; Griesemer,S.; Popowich,M.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; St. George,K."
EPI1151441	NS	United States	2016-Mar-08	A/New York/A-WC-LVD-16-065/2016		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Novotny,M.; Durbin,A.; Rocchi,I.; Williams,T.; Griesemer,S.; Popowich,M.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; St. George,K."
EPI1151442	PA	United States	2016-Mar-08	A/New York/A-WC-LVD-16-065/2016		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Novotny,M.; Durbin,A.; Rocchi,I.; Williams,T.; Griesemer,S.; Popowich,M.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; St. George,K."
EPI1151443	PB1	United States	2016-Mar-08	A/New York/A-WC-LVD-16-065/2016		Other Database Import	"Tan,G.; Pickett,B.; Fedorova,N.; Amedeo,P.; Isom,R.; Hu,L.; Christensen,J.; Novotny,M.; Durbin,A.; Rocchi,I.; Williams,T.; Griesemer,S.; Popowich,M.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Hatcher,E.; St. George,K."
